airline_name,content,airport,overall_rating,comfort_rating,cleanliness_rating,bar_beverages_rating,catering_rating,washrooms_rating,wifi_connectivity_rating,staff_service_rating,recommended
Lufthansa,"As I write I am sitting in this lounge. Of course I cannot use my own computer unless I pay 8 euros per hour : 9 booths are provided free so one waits for one of these to be unoccupied. The business class lounge is better than this one a better selection of food and drinks and some (not all) of the staff make an effort to please. Here for lunch there is a selection of nibbles and one dish. There are 6 wines on offer 2 of which are inferior ""Methode"" sparkling whites: the best is a medium grade red rioja. The showers are fine provided you use them late afternoon. If you wait until just before a late flight as is normal they are crowded. When I think of the facilities offered in Changi I have to ask myself why SIA want to be in this alliance.",Frankfurt Main Airport,2.0,3,3,2.0,1.0,3.0,1.0,3.0,no
Malaysia Airlines,Difficult when airlines use a generic airport lounge for a small number of business class passengers. The lounge is new but the food on offer wasn't appealing.,Denpasar Bali Airport,3.0,3,4,3.0,2.0,3.0,3.0,2.0,no
Malaysia Airlines,UseHaving used this lounge for the past 6 years to travel from KL to Beijing the time has come to switch to Singapore Airlines although more costly and a longer flight. The toilets today (10 Mar 15) were disgusting and unusable and clearly hadn't been cleaned for a while and the service in their so called sports bar was beyond comprehension. Clearly the airline is going through difficult times but surely now if the the time to do whatever is possible to increase the customers experience. I complained to two people in the lounge who really couldn't care and never made any attempt to apologize or have the toilets cleaned so enough is enough.,KLIA Kuala Lumpur Airport,2.0,3,2,1.0,2.0,1.0,1.0,1.0,no
Malaysia Airlines,UseMy flight was 3 hours ahead and I spent my quality time waiting in this lounge. The environment was quiet and cozy. The food was absolutely delicious especially the beef rendang! I kept on refilling my plates while waiting. There's even a massage corner. However the WiFi was just average. But nevertheless I would definitely come again here! A very welcoming lounge.,KLIA Kuala Lumpur Airport,4.0,5,4,5.0,5.0,4.0,3.0,3.0,yes
Lufthansa,The lounge feels like a mess hall rather than a lounge. Wifi is not free the furniture is not comfortable and the place is overcrowded. As I type this I am sharing a small table with three other people who were scrambling for a seat. This place is comparable to an overcrowded bus in Cairo.,Frankfurt Main Airport,2.0,2,3,3.0,2.0,2.0,2.0,3.0,no
Lufthansa,Was on route to DUB via MUC had the chance to sample the Lufthansa lounge in IST. The best thing about this place is knowing you will be leaving. Dark and dirty are the two words that best capture the feel of this place. No external windows carpets and soft furnishings were well past their sell by date. The snacks and beverages were very average. Find it hard to think that Lufthansa would be happy to use this lounge going forward. The positive was that there was free Wi Fi.,Istanbul Ataturk Airport,2.0,2,1,2.0,2.0,2.0,4.0,3.0,no
Lufthansa,The decor is a bit cold and not very welcoming. The selection of food limited though the Oktober Fest special was a nice touch. The selection of drinks is varied and good. I find it really strange that Lufthansa does not offer free WiFi in their Senator lounges (nor the business class lounges). But the lounge is a welcome escape from the not very customer friendly Tegel airport. The staff at the front desk not very welcoming though I have had very good experiences at other times.,Berlin Tegel Airport,3.0,3,5,5.0,3.0,3.0,1.0,3.0,no
Malaysia Airlines,Even though it was a small lounge it was very cosy. There are good views of the tarmac as well. The staff were very polite. The whole lounge was very clean including the toilets. Maybe if there was one small thing I would pick on is to have more varieties of food. Other than that the lounge is wonderful and I would recommend it.,London Heathrow Airport,5.0,5,5,5.0,4.0,5.0,5.0,5.0,yes
Malaysia Airlines,Used this lounge on the outward and inward trips LHR/Sydney. Spacious comfortable friendly staff. Shower facilities very adequate and clean. Quite a good choice of food and drinks - no problem with having a designated area for serving alcohol.,KLIA Kuala Lumpur Airport,5.0,5,5,5.0,4.0,4.0,5.0,5.0,yes
Malaysia Airlines,The lounge entrance is impressive & the reception staff welcoming once inside the lounge the furnishings looked cheap food selection was good. The wine selection terrible on offer was a cheap white red passable & champagne was good. This lounge is in need of an upgrade.,KLIA Kuala Lumpur Airport,3.0,3,4,1.0,3.0,3.0,1.0,3.0,no
Lufthansa,At the time we were there the lounge was quiet and peaceful. There is table seating near the food. The food selection was not extraordinary but okay. There is a nice selection of beverages hot and cold. Nice comfortable lounge chairs.,New York JFK Airport,3.0,4,3,3.0,3.0,4.0,4.0,3.0,no
Lufthansa,A bit disappointing. Stale bread watery fruit salad some nuts and a full freezer full of mini-ice creams - an odd mix of food! Wifi and computers were spotty but they did try to fix them immediately. Lounge was fairly comfortable if a bit drab and boring. Was starving but had to go outside to the airport where there were many good options to purchase food.,Dusseldorf Airport,3.0,3,4,2.0,2.0,2.0,2.0,3.0,no
Lufthansa,Shared lounge with SAS and has a very minimalist Scandinavian appeal. Nice variety of breads cold cuts cheeses fruit drinks (wine beer alcohol and soft drinks) etc. A few computer terminals magazines and fresh fruit scattered around.,Newark Airport,4.0,4,4,4.0,4.0,3.0,3.0,3.0,no
Malaysia Airlines,Spacious good views of lanes outside. Sleeping massage and shower facilities. Lounge is kept in dull brown colours. Good food inc. 3 options of hot dishes from Malay kitchen. Alcohol separated from lounge and referred to the entrance at a small side-room. Only Carlsberg beer 2-3 wines and 1 champagne available.,KLIA Kuala Lumpur Airport,4.0,3,5,2.0,4.0,4.0,5.0,3.0,yes
Malaysia Airlines,We use this lounge twice a year on return flights to Europe. It does the job. However dispte some renovation recently it could do with better and more shower cubicles and also toilets. Quite often there is a wait for both. Food and drinks adequate. They do need to lift the lounge to bring it up to the standards expected. They operate a very good business class in their planes. They may have to spend some money to bring the lounge up to the standard of their aircraft.,KLIA Kuala Lumpur Airport,4.0,3,4,4.0,4.0,3.0,3.0,4.0,yes
Malaysia Airlines,This lounge is an embarrassment. Staff is largely absent food is Lukewarm lounge is an open seating area in the mezzanine of Delhi International where the noise comes in unfiltered there are four old Win95 desktops WiFi requires a complex picture ID procedure and bathrooms are basically the same quality toilets you find anywhere in the airport (so forget freshening up). There is some premium Lounge next door but the difference in access to the two is unclear to me. At any rate lounges like this make me wonder whether I should fly this airline at all again. Hopefully their hub lounge in KL is better.,Delhi Airport,2.0,1,3,1.0,1.0,1.0,2.0,2.0,no
Lufthansa,Being quite spacious the lounge features several areas. A working area for laptop users a kind of bistro area and a spacious relaxation area with several TV screens. Two lavatories and two bars (with only one featuring the full variety of available snacks and drinks). Snacks include the usual cake and soup selections drinks include soft and hard beverages alongside two kinds of draught beer. Wireless internet is not available free of charge.,Dusseldorf Airport,4.0,5,5,4.0,4.0,4.0,2.0,3.0,no
Lufthansa,The lounge was a joke! We flew a Star Alliance airline and was told that we could use Lufthansa business lounge. We had to walk very far from our gate go through a security check point to get to the lounge. Then later after we exited from the lounge we had to go through another security check point at our gate. That added up to a lot of time. We hope for a decent cup of coffee but it was terrible coming out of a coffee machine. A few cups of yogurt on a tray open to all sneezing customers. Sandwiches were made with old bread as hard as rock! No free internet connection! We will not go to this lounge again and will complain to our airline.,Frankfurt Main Airport,1.0,1,1,1.0,1.0,1.0,1.0,1.0,no
